Zone17,HH
2713,3423
2714,5069
2715,1604
2716,3182
2717,3763
2718,9214
2719,5536
2720,5995
2721,3770
2722,5408
2723,7074
2724,3803
2725,2598
2726,869
2727,382
2728,1161
2729,492
2730,379
2731,1346
2732,290
2733,5624
2734,354
2735,1204
2736,2
2737,330
2738,13
2739,158
2740,3767
2741,6114
2742,1299
2743,232
2744,86
2745,5905
2746,885
2747,300
2748,1830
2749,2268
2750,1922
2751,1348
2752,2205
2753,1498
2754,6727
2755,1805
2756,0
2757,178
2758,2468
2759,1138
2760,2
2761,0
2762,755
2763,1954
2764,4102
2765,218
2766,5933
2767,2166
2768,827
2769,4240
2770,5
2771,6380
2772,1213
2773,3
2774,300
2775,2191
2776,192
2777,38
2778,1530
2779,382
2780,4272
2781,1185
2782,168
2783,1243
2784,816
2785,3289
2786,303
2787,438
2788,502
2789,1030
2790,2757
2791,2558
2792,738
2793,1242
2794,943
2795,892
2796,954
2797,882
2798,428
2799,311
2800,506
2801,1796
2802,581
2803,189
2804,489
2805,318
2806,150
2807,1080
2808,1596
2809,2979
2810,193
2811,622
2812,1970
2813,2306
2814,335
2815,1072
2816,857
2817,1148
2818,780
2819,320
2820,0
2821,2
2822,1
2823,1
2824,929
2825,305
2826,884
2827,359
2828,2065
2829,35
2830,1
2831,4
2832,687
2833,75
2834,211
2835,79
2836,344
2837,64
2838,1541
2839,2208
2840,4492
2841,2331
2842,2138
2843,2673
2844,3085
2845,626
2846,734
2847,2011
2848,1317
2849,1824
2850,1903
2851,4853
2852,3369
2853,2760
2854,3143
2855,1641
2856,1185
2857,1586
2858,314
2859,4924
2860,1268
2861,78
2862,19
2863,364
2864,32
2865,88
2866,114
2867,52
2868,52
2869,5049
2870,8
2871,377
2872,1242
2873,1190
2874,1
2875,1334
2876,1454
2877,50
2878,2204
2879,3405
2880,3765
2881,2931
2882,1052
2883,1924
2884,156
2885,211
2886,160
2887,66
2888,203
2889,333
2890,72
2891,334
2892,181
2893,78
2894,78
2895,106
2896,1773
2897,33
2898,56
2899,2918
2900,717
2901,1890
2902,1972
2903,190
2904,258
2905,45
2906,125
2907,90
2908,399
2909,76
2910,4074
2911,2156
2912,1064
2913,830
2914,1023
2915,593
2916,184
2917,339
2918,730
2919,600
2920,179
2921,2254
2922,1144
2923,134
2924,534
2925,141
2926,66
2927,405
2928,321
2929,1187
2930,483
2931,961
2932,293
2933,614
2934,137
2935,2687
2936,578
2937,349
2938,305
2939,2783
2940,1698
2941,451
2942,1531
2943,306
2944,551
2945,369
2946,2504
2947,563
2948,200
2949,7570
2950,168
2951,170
2952,144
2953,311
2954,768
2955,641
2956,778
2957,1057
2958,6425
2959,1486
2960,980
2961,573
2962,1435
2963,1434
2964,1302
2965,388
2966,1431
2967,485
2968,782
2969,1351
2970,4327
2971,275
2972,157
2973,1544
2974,651
2975,302
2976,247
2977,5110
2978,312
2979,829
2980,800
2981,120
2982,199
2983,287
2984,1161
2985,215
2986,509
2987,409
2988,872
2989,740
2990,111
2991,1530
2992,4730
2993,8259
2994,120
2995,1741
2996,509
2997,47
2998,1556
2999,558
3000,2434
3001,211
3002,335
3003,588
3004,3148
3005,1758
3006,255
3007,645
3008,827
3009,326
3010,416
3011,101
3012,201
3013,1200
3014,913
3015,440
3016,321
3017,350
3018,292
3019,2024
3020,101
3021,371
3022,146
3023,181
3024,99
3025,220
3026,356
3027,650
3028,1138
3029,763
3030,1769
3031,266
3032,215
3033,391
3034,72
3035,874
3036,515
3037,3127
3038,1643
3039,200
3040,251
3041,159
3042,425
3043,944
3044,904
3045,791
3046,927
3047,2772
3048,337
3049,1015
3050,4158
3051,1880
3052,144
3053,5378
3054,2672
3055,240
3056,1958
3057,251
3058,83
3059,442
3060,451
3061,202
3062,486
3063,424
3064,308
3065,554
3066,331
3067,544
3068,968
3069,1130
3070,1029
3071,1362
3072,480
3073,1074
3074,415
3075,263
3076,3593
3077,121
3078,71
3079,69
3080,248
3081,1257
3082,251
3083,308
3084,196
3085,1444
3086,480
3087,679
3088,485
3089,668
3090,216
3091,349
3092,1265
3093,224
3094,60
3095,223
3096,2537
3097,2065
3098,431
3099,2645
3100,191
3101,1371
3102,90
3103,156
3104,296
3105,115
3106,507
3107,3086
3108,252
3109,3056
3110,1175
3111,399
3112,130
3113,443
3114,861
3115,220
3116,1008
3117,1313
3118,154
3119,499
3120,409
3121,208
3122,838
3123,100
3124,225
3125,978
3126,438
3127,522
3128,337
3129,491
3130,679
3131,439
3132,196
3133,642
3134,327
3135,96
3136,2566
3137,130
3138,97
3139,209
3140,1142
3141,1083
3142,344
3143,568
3144,1583
3145,1447
3146,475
3147,755
3148,248
3149,592
3150,257
3151,473
3152,289
3153,58
3154,1032
3155,545
3156,471
3157,2544
3158,188
3159,65
3160,433
3161,388
3162,455
3163,365
3164,915
3165,198
3166,144
3167,168
3168,815
3169,649
3170,481
3171,372
3172,2230
3173,688
3174,862
3175,1256
3176,132
3177,207
3178,789
3179,175
3180,259
3181,873
3182,757
3183,632
3184,275
3185,362
3186,271
3187,288
3188,449
3189,460
3190,915
3191,127
3192,453
3193,2640
3194,561
3195,212
3196,155
3197,204
3198,1143
3199,386
3200,61
3201,2641
3202,2087
3203,1432
3204,380
3205,2402
3206,5813
3207,1409
3208,4176
3209,9172
3210,383
3211,1995
3212,5226
3213,7915
3214,3734
3215,1565
3216,5576
3217,3339
3218,1959
3219,4899
3220,4385
3221,1287
3222,665
3223,1487
3224,311
3225,690
3226,4112
3227,2864
3228,1050
3229,2106
3230,1556
3231,79
3232,1457
3233,2007
3234,942
3235,1747
3236,344
3237,1305
3238,428
3239,2168
3240,1618
3241,1764
3242,2302
3243,363
3244,1554
3245,639
3246,1085
3247,1700
3248,14
3249,372
3250,652
3251,350
3252,459
3253,566
3254,641
3255,412
3256,834
3257,1140
3258,460
3259,847
3260,1678
3261,471
3262,390
3263,886
3264,398
3265,126
3266,434
3267,989
3268,966
3269,1088
3270,367
3271,432
3272,171
3273,1715
3274,1439
3275,321
3276,3923
3277,2061
3278,620
3279,336
3280,1176
3281,1280
3282,487
3283,1187
3284,998
3285,1173
3286,549
3287,632
3288,208
3289,159
3290,312
3291,151
3292,1975
3293,149
3294,2240
3295,2193
3296,424
3297,4123
3298,2169
3299,1399
3300,2132
3301,3792
3302,829
3303,2956
3304,1337
3305,1896
3306,4321
3307,3641
3308,4069
3309,6127
3310,595
3311,777
3312,5100
3313,1012
3314,3121
3315,1471
3316,1566
3317,873
3318,2208
3319,6740
3320,1444
3321,1729
3322,4421
3323,1728
3324,1522
3325,6846
3326,6520
3327,6924
3328,4791
3329,5521
3330,8715
3331,5289
3332,2931
3333,10240
3334,6087
3335,2974
3336,1998
3337,1117
3338,6
3339,11783
3340,6
3341,2657
3342,1487
3343,5233
3344,5144
3345,27
3346,524
3347,564
3348,760
3349,332
3350,1024
3351,717
3352,663
3353,820
3354,640
3355,540
3356,906
3357,575
3358,359
3359,528
3360,534
3361,5250
3362,1545
3363,538
3364,723
3365,495
3366,785
3367,980
3368,435
3369,609
3370,743
3371,503
3372,905
3373,3765
3374,680
3375,752
3376,583
3377,850
3378,459
3379,461
3380,410
3381,434
3382,551
3383,132
3384,506
3385,680
3386,1597
3387,2588
3388,1104
3389,863
3390,304
3391,777
3392,756
3393,412
3394,543
3395,297
3396,3102
3397,5190
3398,1057
3399,1008
3400,1447
3401,324
3402,356
3403,349
3404,1027
3405,366
3406,879
3407,482
3408,1779
3409,440
3410,278
3411,738
3412,412
3413,377
3414,285
3415,845
3416,566
3417,579
3418,2111
3419,286
3420,552
3421,324
3422,3705
3423,456
3424,351
3425,2451
3426,308
3427,475
3428,912
3429,1621
3430,1074
3431,621
3432,854
3433,5338
3434,995
3435,820
3436,2952
3437,767
3438,678
3439,796
3440,700
3441,1040
3442,726
3443,2826
3444,635
3445,756
3446,1853
3447,668
3448,865
3449,2290
3450,1079
3451,2384
3452,1285
3453,948
3454,2491
3455,4052
3456,648
3457,2289
3458,1239
3459,386
3460,385
3461,792
3462,375
3463,2538
3464,107
3465,159
3466,462
3467,635
3468,2997
3469,1289
3470,1206
3471,1015
3472,593
3473,1398
3474,966
3475,801
3476,1318
3477,763
3478,984
3479,512
3480,1453
3481,385
3482,986
3483,601
3484,894
3485,1253
3486,663
3487,113
3488,2670
3489,742
3490,453
3491,10017
3492,3469
3493,3256
3494,730
3495,2104
3496,5622
3497,532
3498,648
3499,811
3500,858
3501,8581
3502,1317
3503,147
3504,5829
3505,535
3506,515
3507,989
3508,545
3509,461
3510,6379
3511,2849
3512,775
3513,712
3514,313
3515,1237
3516,473
3517,3378
3518,1779
3519,534
3520,356
3521,525
3522,362
3523,254
3524,352
3525,974
3526,588
3527,885
3528,327
3529,371
3530,2640
3531,527
3532,471
3533,481
3534,2691
3535,1884
3536,191
3537,4790
3538,1532
3539,283
3540,4241
3541,1187
3542,246
3543,3659
3544,11697
3545,4341
3546,5443
3547,6780
3548,457
3549,3195
3550,328
3551,1208
3552,456
3553,485
3554,1936
3555,589
3556,541
3557,530
3558,412
3559,587
3560,1504
3561,948
3562,698
3563,807
3564,3178
3565,4192
3566,1087
3567,2609
3568,707
3569,1537
3570,1474
3571,677
3572,480
3573,1899
3574,527
3575,372
3576,1168
3577,1187
3578,2434
3579,422
3580,1472
3581,1235
3582,313
3583,1223
3584,358
3585,1260
3586,785
3587,662
3588,595
3589,3081
3590,747
3591,917
3592,385
3593,459
3594,855
3595,2901
3596,937
3597,690
3598,336
3599,616
3600,496
3601,356
3602,335
3603,1109
3604,403
3605,1465
3606,731
3607,725
3608,1251
3609,384
3610,2585
3611,511
3612,1194
3613,309
3614,1510
3615,353
3616,519
3617,1041
3618,228
3619,373
3620,417
3621,234
3622,250
3623,341
3624,310
3625,3327
3626,2090
3627,1922
3628,1293
3629,409
3630,2031
3631,972
3632,736
